S.No,Title,Date,Time,Venue,Room/Hall,Speakers,Description,Knowledge Partners
335,Democratizing Compute Through Regional Infrastructure,18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Anne Robinson, IBM; Durga Malladi, Qualcomm; Ipsita Dasgupta, HP India; Magnus Ewerbring, Ericsson; Neeraj Kumar, Pacific Northwest National Laboratory; Roy George, AlBright Stonebridge; Srikanth Cherukuri, Nvidia","This session examines infrastructure for achieving gigawatt-scale compute capacity across emerging economies. As nations transition from data generation to domestic processing, the discussion explores building industrial-scale data centers. Panelists demonstrate how advanced GPU architectures and networking, such as NVIDIA's DGX SuperPOD and Grace CPU, enable self-reliant infrastructure across regional hubs. This operationalizes the Democratizing AI Resources Chakra, demonstrating impact through increased compute capacity, reduced latency, and accelerated transformation.... Read More",NVIDIA
336,From Principles to Proof: Operationalizing Responsible AI for Global Impact,18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Anand Kashyap, Fortanix; Balaraman Ravindran, CeRAI - IIT Madras; Mohit Kapoor, Mahindra Group; Tarunima Prabhakar, Tattle Civic Technologies; Tom David, GPAI Policy Lab","Responsible AI, particularly for the Global South, is both moral mandate and strategic lever. This session explores how safety-by-design catalyzes scale, addressing linguistic and cultural nuance. The discussion bridges technical guardrails like hardware-level privacy and confidential computing with societal needs for safe AI experiences. Panelists examine how inclusive systems empower the last mile and mitigate harm, operationalizing the People and Progress Sutras through the Safe and Trusted AI Chakra for equitable adoption.",NVIDIA
337,AI for Weather and Climate Intelligence,18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 9,"Karthik Kashinath, Nvidia","Climate change requires scalable AI solutions for mitigation, adaptation, and resilience. GPU-accelerated computing and AI are transforming high-resolution modeling, predictive analytics, and decision support for weather & climate applications. This session highlights NVIDIA's Earth-2 and Omniverse. Earth-2 builds digital twins with observational and simulation data, open AI models, and a full software stack for forecasting, data assimilation, and informatics. Omniverse enables interactive visualization for scenario exploration. Applications span disaster preparedness, risk assessment, urban resilience, renewables, and sustainability -- delivering faster, cost-effective insights for real-world impact. ... Read More",NVIDIA
338,"AI for Everyone: Empowering People, Businesses, and Society",18 Feb 2026,1:30 PM - 2:30 PM,Sushma Swaraj Bhavan,Shakuntalam Banquet,"Mr. Anshal Dwivedi, Enterpret AI; Mr. Deepit Purkayastha, Inshorts & Public; Mr. Mahanaryaman Scindia, President of Madhya Pradesh Cricket Association; Mr. Pradeep Rao, Kyndryl; Mr. Pulkit Swarup, PhysicsWallah; Mr. Sanjay Varnwal, Spyne; Shri K. Prathap Siva Kishore, Eluru District, Andhra Pradesh & AI Enthusiast; Shri Lav Agarwal, Ministry of Commerce & Industry, GoI","This session explores how responsible, inclusive, and people-centric adoption of AI by everyone can do global good. Anchored on the pillars of People, Planet, and Progress, it will examine how AI can accelerate innovation, enhance productivity, strengthen global partnerships, and reinforce India's leadership in the decade ahead. The discussion will also focus on aligning AI with societal priorities to build trust, enable sustainable development, and advance shared national progress.",Antino
339,"Powering the Public Good: Aligning Industry, Philanthropy, and Government from India to Africa",18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 18,"Cina Lawson, Public Sector Efficiency & Digital Transformation, Togo; Diana Sang, Digital Impact Alliance; Lacina Kone, Smart Africa; Nandan Nilekani, Infosys Technologies; Paula Ingabire, ICT and Innovation, Rwanda; Priya Vora, Digital Impact Alliance; Strive Masiyiwa, Cassava Technologies","Two powerhouses of technology and philanthropy will share their unique perspectives on how collaboration across the public and private sectors can advance national AI priorities, spur innovation, and deliver public value.
The conversation will continue with African government leaders in AI discussing pathways for global cooperation, pooled resources, and inclusive impact.
Bringing together leaders from industry, philanthropy, and government, the session aims to translate national AI visions into coordinated, real-world outcomes.",Digital Impact Alliance
340,What if Fairness started at the Dataset Level? Need for a Fair Human-Centric Image Dataset for Ethical AI Benchmarking,18 Feb 2026,1:30 PM - 2:30 PM,Sushma Swaraj Bhavan,Nalanda Banquet,"Sruti Nagpal, Sony AI","The session explains why fairness must start at the dataset level and offers practical guidance for researchers, startups, and policymakers in India to adopt fairness-first AI evaluation practices. It would also delve into why a consent-driven, globally diverse, ethically sourced dataset for fairness and bias evaluation in human-centric computer vision is a necessity.","Sony AI, Sony Research"
341,"Vision, Learnings, and Next Steps for Andhra Pradesh's AI-Powered Agriculture and Allied Sectors Transformation",18 Feb 2026,1:30 PM - 2:30 PM,Sushma Swaraj Bhavan,Chanakya Auditorium,"Ms Deepa Karthykeyan, Athena Infonomics; Ms Srivalli Krishnan, Gates Foundation; Shri Budithi Rajshekar, Government of Andhra Pradesh; Shri Nikhilesh Kumar, Vassar Labs Climate; Shri Nitish Kumar, Catalyst Management Services","This panel explores Andhra Pradesh's journey toward an AI-enabled agriculture and allied-sector intelligence system that strengthens advisory and proactive Rythu Seva Kendram (RSK) planning for smallholder and tenant farmers. The Special Chief Secretary will outline the state's vision and priorities, Interventionists will share the journey from AP-AIMS 1.0 to 2.0, discuss their AP-AIMS aligned work in horticulture, livestock, and aquaculture, alongside frontier-tech and AI solution piloting.","Department of Agriculture, Government of Andhra Pradesh"
342,Where AI Innovation meets Impact in Cancer Care—CATCH Grant Awards 2026,18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,West Wing Room 4 A,"Dr Harit Chaturvedi, Max Hospitals, NCG Core Committee Member; Dr.  Alain Labrique, WHO; Dr. Anunaya Jain, Jhpiego; Mr. Harish Iyer, Bill & Melinda Gates Foundation; Shri. Abhishek Singh, Meity, GoI","The IndiaAI–NCG CATCH Grant Ceremony at the IndiaAI Impact Summit recognises AI innovations in cancer care, highlighting solutions that are clinically relevant, evidence-driven, and deployment-ready. Alongside the awards, a multi-stakeholder dialogue will explore how AI can move from pilot initiatives to scalable and trusted healthcare systems. Bringing together stakeholders from government, clinical practice, industry, and international partners, the session will discuss pathways for responsible and impact-focused AI deployment in oncology.",NCG–KCDO
343,Equipping the Judiciary to Harness the Power of AI,18 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,West Wing Room 4 B,"Arghya Bhattacharya, Adalat AI; Dr. Tawfik  Jelassi, UNESCO; Gilmar  Mendes, Federal  Tribunal,  Brazilian  Supreme  Federal Court; Ma'aly  Hazzaz, UNESCO  Regional  Office for  South Asia; Ms. Jhalak  Kakkar, NLU Delhi; Ms. Lodovica  Raparelli, Oxford Institute of Technology and Justice; Prof.  Srikrishna  Deva Rao, NALSAR  University of  Law; Prof. Jon  Mark Truby, National  University of  Singapore  Centre for  International  Law","Artificial Intelligence (AI) is transforming justice delivery worldwide, bringing both extraordinary opportunities and complex risks for the rule of law and human rights. Courts and tribunals are increasingly leveraging AI to streamline operations, access legal knowledge, and enhance transparency.",UNESCO
344,Creative Canvas of AI: How to elevate your storytelling (Hosted by Google),18 Feb 2026,2:00 PM - 3:30 PM,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 2,"Smt. Durga Raghunath, Lead News Partnerships for Google in India; Ms. Gail Kent, Global Public Policy Director for Search and AI at Google; Sh. Pratyush Ranjan, Lead Digital Services and AI Integration at the Press Trust of India (PTI; Sh. Rajesh Upadhyay, Editor-in-Chief of Jagran New Media; Prof. Anubhuti Yadav, Head of the Department of New Media and Chairperson, Incubation Centre at Indian Institute of Mass Communication; Sh. Tanay Sukumar, Data Editor at Mint; Smt. Surabhi Malik, News Partnerships team at Google India","This seminar explores how AI acts as a powerful catalyst in diverse newsrooms, enabling creativity and productivity as vital assets to the editorial process. Through a stage-setting keynote and real-world flash talks, participants will demonstrate how AI accelerates idea generation, streamlines complex workflows, and democratizes technical tools for all journalists. The session features practitioners and policymakers at the intersection of journalism and responsible AI.",Google
345,"AI Adoption to Autonomous Banking: Building Trust, Scale, and Inclusion (Hosted by Business Next)",18 Feb 2026,2:00 PM - 3:30 PM,Bharat Mandapam - Expo Area,Hall No. 4 First Floor - Session Hall 3,,"BUSINESSNEXT will host an open panel on Autonomous Banking, examining how AI and AI agents are transforming banking workflows at scale. The discussion will highlight how responsible AI can streamline complex processes, enhance service and decision-making, and expand accessibility and inclusion for Indian consumers. Featuring senior leaders from banks, fintechs, and BFSI institutions, the session will include interactive audience participation, with BUSINESSNEXT leading outreach to drive strong ecosystem engagement.",Business Next
346,Accelerating Data Center Infrastructure for advancing AI (Hosted by Supermicro),18 Feb 2026,2:00 PM - 3:30 PM,Bharat Mandapam - Expo Area,Hall No. 3 First Floor - Session Hall 4,,,Supermicro
347,Balancing Sovereignty and Collaboration: AI Frameworks for Nations,18 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Elizabeth Kelly, Anthropic; Rahul Matthan, Trilegal; Shilpa Kolhatkar, Nvidia; Sudeep Shrivastava, GoI; Tulio Andrade, COP30","This session examines how nations, particularly across the Global South, harness AI for transformation while balancing sovereignty with cooperation. Panelists explore frameworks for responsible AI deployment addressing governance, security, cross-border data flows, and beneficial applications. The discussion tackles why shared development remains essential for transnational challenges like climate adaptation, even as nations build indigenous capabilities. This advances all three Sutras—People, Planet, and Progress—demonstrating impact through improved collaboration, strengthened capabilities, and equitable access.... Read More",NVIDIA
348,NVIDIA x Activate: Building AI Companies in India from Day Zero,18 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Tobias Halloran, Nvidia","India has one of the world's deepest pools of AI and engineering talent, but many of its most promising AI companies struggle to form due to a lack of early technical, institutional, and ecosystem support at the idea stage.In this session, NVIDIA and Activate will formally announce their partnership to support AI founders at the inception stage - from idea to first product and company formation - through NVIDIA's global Inception program and Activate's inception investing model.

The session will unpack

● What it takes to build globally competitive AI companies from India
● Why the earliest stage (""day zero"") is the highest-leverage point for founders
● How founders can access technical enablement, ecosystem support, and capital early

The session will conclude with an interactive discussion and founder Q&A. ... Read More",NVIDIA
